Time,X,Y
60.8916,2.324,0.299388
60.9072,2.324,0.299388
60.9228,2.324,0.299388
60.9384,2.324,0.299388
60.954,2.34633,0.332159
60.9697,2.34633,0.332159
60.9853,2.34633,0.332159
61.0009,2.34633,0.332159
61.0166,2.35416,0.371664
61.0322,2.35416,0.371664
61.0478,2.35416,0.371664
61.0635,2.35416,0.371664
61.079,2.35416,0.371664
61.0947,2.35621,0.409432
61.1103,2.35621,0.409432
61.126,2.35621,0.409432
61.1415,2.35621,0.409432
61.1572,2.35935,0.438762
61.1728,2.35935,0.438762
61.1884,2.35935,0.438762
61.2041,2.35935,0.438762
61.2197,2.36618,0.458094
61.2353,2.36618,0.458094
61.2509,2.36618,0.458094
61.2665,2.36618,0.458094
61.2822,2.3835,0.469765
61.2978,2.3835,0.469765
61.3134,2.3835,0.469765
61.3291,2.3835,0.469765
61.3447,2.3835,0.469765
61.3603,2.40514,0.479602
61.3759,2.40514,0.479602
61.3915,2.40514,0.479602
61.4072,2.40514,0.479602
61.4228,2.43088,0.480894
61.4384,2.43088,0.480894
61.454,2.43088,0.480894
61.4697,2.43088,0.480894
61.4853,2.45564,0.478088
61.5009,2.45564,0.478088
61.5166,2.45564,0.478088
61.5322,2.45564,0.478088
61.5478,2.47832,0.475388
61.5634,2.47832,0.475388
61.579,2.47832,0.475388
61.5947,2.47832,0.475388
61.6103,2.47832,0.475388
61.6259,2.49739,0.479748
61.6415,2.49739,0.479748
61.6571,2.49739,0.479748
61.6728,2.49739,0.479748
61.6884,2.51303,0.485306
61.7041,2.51303,0.485306
61.7197,2.51303,0.485306
61.7352,2.51303,0.485306
61.7509,2.51303,0.485306
61.7665,2.51303,0.485306
61.7822,2.53102,0.489721
61.7978,2.53102,0.489721
61.8134,2.53102,0.489721
61.829,2.55451,0.496057
61.8446,2.55451,0.496057
61.8602,2.55451,0.496057
61.8759,2.55451,0.496057
61.8915,2.57853,0.508474
61.9071,2.57853,0.508474
61.9227,2.57853,0.508474
61.9384,2.57853,0.508474
61.954,2.60041,0.523237
61.9696,2.60041,0.523237
61.9853,2.60041,0.523237
62.0009,2.60041,0.523237
62.0165,2.60041,0.523237
62.0322,2.60041,0.523237
62.0478,2.62068,0.536873
62.0634,2.62068,0.536873
62.079,2.62068,0.536873
62.0947,2.64129,0.546694
62.1103,2.64129,0.546694
62.1259,2.64129,0.546694
62.1415,2.64129,0.546694
62.1571,2.66312,0.55156
62.1727,2.66312,0.55156
62.1884,2.66312,0.55156
62.204,2.66312,0.55156
62.2196,2.68323,0.556732
62.2352,2.68323,0.556732
62.2509,2.68323,0.556732
62.2665,2.68323,0.556732
62.2821,2.70465,0.566126
62.2978,2.70465,0.566126
62.3134,2.70465,0.566126
62.329,2.70465,0.566126
62.3446,2.70465,0.566126
62.3603,2.72887,0.577026
62.3758,2.72887,0.577026
62.3914,2.72887,0.577026
62.4071,2.72887,0.577026
62.4227,2.72887,0.577026
62.4383,2.75221,0.586627
62.454,2.75221,0.586627
62.4696,2.75221,0.586627
62.4852,2.77231,0.596149
62.5008,2.77231,0.596149
62.5165,2.77231,0.596149
62.5321,2.77231,0.596149
62.5478,2.77231,0.596149
62.5634,2.79079,0.604912
62.5789,2.79079,0.604912
62.5946,2.79079,0.604912
62.6102,2.79079,0.604912
62.6258,2.80805,0.613092
62.6415,2.80805,0.613092
62.6571,2.80805,0.613092
62.6727,2.80805,0.613092
62.6883,2.82623,0.618166
62.704,2.82623,0.618166
62.7196,2.82623,0.618166
62.7352,2.82623,0.618166
62.7509,2.82623,0.618166
62.7665,2.84418,0.62038
62.7821,2.84418,0.62038
62.7977,2.84418,0.62038
62.8133,2.84418,0.62038
62.829,2.86799,0.623101
62.8446,2.86799,0.623101
62.8602,2.86799,0.623101
62.8758,2.86799,0.623101
62.8914,2.89391,0.633108
62.9071,2.89391,0.633108
62.9227,2.89391,0.633108
62.9383,2.89391,0.633108
62.954,2.89391,0.633108
62.9696,2.91512,0.649207
62.9852,2.91512,0.649207
63.0008,2.91512,0.649207
63.0165,2.92989,0.667963
63.032,2.92989,0.667963
63.0477,2.92989,0.667963
63.0633,2.92989,0.667963
63.0789,2.92989,0.667963
63.0946,2.942,0.68402
63.1102,2.942,0.68402
63.1258,2.942,0.68402
63.1414,2.942,0.68402
63.157,2.95289,0.698945
63.1727,2.95289,0.698945
63.1883,2.95289,0.698945
63.2039,2.95289,0.698945
63.2196,2.95289,0.698945
63.2351,2.95289,0.698945
63.2508,2.96448,0.71189
63.2665,2.96448,0.71189
63.2821,2.96448,0.71189
63.2977,2.98146,0.725925
63.3133,2.98146,0.725925
63.329,2.98146,0.725925
63.3445,2.98146,0.725925
63.3602,3.00789,0.737816
63.3758,3.00789,0.737816
63.3914,3.00789,0.737816
63.407,3.00789,0.737816
63.4227,3.03887,0.743886
63.4383,3.03887,0.743886
63.4539,3.03887,0.743886
63.4695,3.03887,0.743886
63.4852,3.06673,0.743974
63.5008,3.06673,0.743974
63.5164,3.06673,0.743974
63.5321,3.06673,0.743974
63.5477,3.08664,0.74272
63.5633,3.08664,0.74272
63.5789,3.08664,0.74272
63.5946,3.08664,0.74272
63.6102,3.08664,0.74272
63.6258,3.10157,0.745341
63.6414,3.10157,0.745341
63.657,3.10157,0.745341
63.6726,3.10157,0.745341
63.6883,3.1142,0.751015
63.7039,3.1142,0.751015
63.7196,3.1142,0.751015
63.7351,3.1142,0.751015
63.7508,3.13341,0.75638
63.7664,3.13341,0.75638
63.782,3.13341,0.75638
63.7977,3.13341,0.75638
63.8133,3.13341,0.75638
63.8289,3.15991,0.762305
63.8445,3.15991,0.762305
63.8602,3.15991,0.762305
63.8758,3.15991,0.762305
63.8913,3.18299,0.773208
63.907,3.18299,0.773208
63.9226,3.18299,0.773208
63.9383,3.18299,0.773208
63.9539,3.23741,0.788739
63.9695,3.23741,0.788739
63.9852,3.23741,0.788739
64.0008,3.23741,0.788739
64.0164,3.25553,0.807062
64.032,3.25553,0.807062
64.0476,3.25553,0.807062
64.0633,3.25553,0.807062
64.0789,3.25553,0.807062
64.0945,3.27535,0.82636
64.1101,3.27535,0.82636
64.1258,3.27535,0.82636
64.1414,3.27535,0.82636
64.157,3.27535,0.82636
64.1726,3.29464,0.842789
64.1883,3.29464,0.842789
64.2039,3.29464,0.842789
64.2195,3.31321,0.858524
64.2351,3.31321,0.858524
64.2508,3.31321,0.858524
64.2664,3.31321,0.858524
64.282,3.33305,0.871977
64.2976,3.33305,0.871977
64.3133,3.33305,0.871977
64.3288,3.33305,0.871977
64.3445,3.33305,0.871977
64.3601,3.3581,0.88372
64.3758,3.3581,0.88372
64.3913,3.3581,0.88372
64.407,3.3581,0.88372
64.4226,3.38626,0.887291
64.4383,3.38626,0.887291
64.4539,3.38626,0.887291
64.4695,3.38626,0.887291
64.4851,3.40979,0.889246
64.5007,3.40979,0.889246
64.5164,3.40979,0.889246
64.532,3.40979,0.889246
64.5476,3.40979,0.889246
64.5632,3.4303,0.891744
64.5788,3.4303,0.891744
64.5945,3.4303,0.891744
64.6101,3.4303,0.891744
64.6257,3.44864,0.89595
64.6414,3.44864,0.89595
64.657,3.44864,0.89595
64.6726,3.44864,0.89595
64.6882,3.46612,0.902823
64.7039,3.46612,0.902823
64.7194,3.46612,0.902823
64.735,3.46612,0.902823
64.7507,3.46612,0.902823
64.7663,3.46612,0.902823
64.782,3.48733,0.908646
64.7976,3.48733,0.908646
64.8132,3.48733,0.908646
64.8289,3.51222,0.918385
64.8444,3.51222,0.918385
64.8601,3.51222,0.918385
64.8757,3.51222,0.918385
64.8913,3.5352,0.933408
64.9069,3.5352,0.933408
64.9226,3.5352,0.933408
64.9382,3.5352,0.933408
64.9539,3.55529,0.951702
64.9694,3.55529,0.951702
64.9851,3.55529,0.951702
65.0007,3.55529,0.951702
65.0163,3.57324,0.970588
65.032,3.57324,0.970588
65.0476,3.57324,0.970588
65.0632,3.57324,0.970588
65.0788,3.57324,0.970588
65.0945,3.58957,0.987038
65.1101,3.58957,0.987038
65.1257,3.58957,0.987038
65.1413,3.58957,0.987038
65.1569,3.6041,1.00141
65.1725,3.6041,1.00141
65.1882,3.6041,1.00141
65.2038,3.6041,1.00141
65.2195,3.61944,1.01425
65.235,3.61944,1.01425
65.2507,3.61944,1.01425
65.2663,3.61944,1.01425
65.2819,3.63666,1.02569
65.2976,3.63666,1.02569
65.3132,3.63666,1.02569
65.3288,3.63666,1.02569
65.3444,3.63666,1.02569
65.3601,3.63666,1.02569
65.3757,3.66102,1.03455
65.3913,3.66102,1.03455
65.4069,3.66102,1.03455
65.4225,3.69014,1.03657
65.4382,3.69014,1.03657
65.4538,3.69014,1.03657
65.4694,3.69014,1.03657
65.4851,3.71991,1.03665
65.5006,3.71991,1.03665
65.5163,3.71991,1.03665
65.5319,3.71991,1.03665
65.5475,3.71991,1.03665
65.5632,3.74808,1.03875
65.5788,3.74808,1.03875
65.5944,3.74808,1.03875
65.61,3.74808,1.03875
65.6257,3.74808,1.03875
65.6412,3.77195,1.04334
65.6569,3.77195,1.04334
65.6725,3.77195,1.04334
65.6882,3.77195,1.04334
65.7038,3.79358,1.04906
65.7194,3.79358,1.04906
65.735,3.79358,1.04906
65.7507,3.81417,1.05261
65.7663,3.81417,1.05261
65.7819,3.81417,1.05261
65.7975,3.81417,1.05261
65.8132,3.81417,1.05261
65.8288,3.83908,1.05897
65.8444,3.83908,1.05897
65.86,3.83908,1.05897
65.8757,3.83908,1.05897
65.8912,3.86316,1.07151
65.9069,3.86316,1.07151
65.9225,3.86316,1.07151
65.9382,3.86316,1.07151
65.9537,3.88434,1.08897
65.9694,3.88434,1.08897
65.985,3.88434,1.08897
66.0006,3.88434,1.08897
66.0163,3.90551,1.10651
66.0319,3.90551,1.10651
66.0475,3.90551,1.10651
66.0632,3.90551,1.10651
66.0788,3.90551,1.10651
66.0944,3.92474,1.122
66.11,3.92474,1.122
66.1257,3.92474,1.122
66.1413,3.92474,1.122
66.1568,3.94434,1.13478
66.1725,3.94434,1.13478
66.1881,3.94434,1.13478
66.2037,3.94434,1.13478
66.2194,3.96208,1.14787
66.235,3.96208,1.14787
66.2506,3.96208,1.14787
66.2663,3.96208,1.14787
66.2819,3.96208,1.14787
66.2975,3.98201,1.16189
66.3131,3.98201,1.16189
66.3288,3.98201,1.16189
66.3444,3.98201,1.16189
66.36,4.00677,1.17494
66.3756,4.00677,1.17494
66.3912,4.00677,1.17494
66.4068,4.00677,1.17494
66.4225,4.03456,1.18249
66.4381,4.03456,1.18249
66.4538,4.03456,1.18249
66.4693,4.03456,1.18249
66.485,4.06053,1.18773
66.5006,4.06053,1.18773
66.5163,4.06053,1.18773
66.5319,4.06053,1.18773
66.5475,4.06053,1.18773
66.5631,4.08625,1.19185
66.5787,4.08625,1.19185
66.5944,4.08625,1.19185
66.61,4.08625,1.19185
66.6256,4.08625,1.19185
66.6412,4.11046,1.19528
66.6568,4.11046,1.19528
66.6725,4.11046,1.19528
66.6881,4.11046,1.19528
66.7037,4.11046,1.19528
66.7194,4.13352,1.19697
66.7349,4.13352,1.19697
66.7506,4.13352,1.19697
66.7662,4.13352,1.19697
66.7819,4.15818,1.19517
66.7975,4.15818,1.19517
66.813,4.15818,1.19517
66.8287,4.1859,1.19601
66.8443,4.1859,1.19601
66.86,4.1859,1.19601
66.8756,4.1859,1.19601
66.8912,4.21535,1.205
66.9068,4.21535,1.205
66.9224,4.21535,1.205
66.9381,4.21535,1.205
66.9537,4.24065,1.22076
66.9693,4.24065,1.22076
