Time,X,Y
39.7415,0.708906,0.334674
39.7571,0.708906,0.334674
39.7727,0.708906,0.334674
39.7883,0.707124,0.34477
39.804,0.707124,0.34477
39.8196,0.707124,0.34477
39.8352,0.707124,0.34477
39.8509,0.707124,0.34477
39.8665,0.71406,0.352531
39.8821,0.71406,0.352531
39.8978,0.71406,0.352531
39.9134,0.71406,0.352531
39.929,0.716522,0.363923
39.9446,0.716522,0.363923
39.9603,0.716522,0.363923
39.9759,0.716522,0.363923
39.9915,0.716522,0.363923
40.0071,0.715605,0.377932
40.0227,0.715605,0.377932
40.0384,0.715605,0.377932
40.054,0.715605,0.377932
40.0696,0.717249,0.384275
40.0852,0.717249,0.384275
40.1009,0.717249,0.384275
40.1165,0.717249,0.384275
40.1321,0.718798,0.383312
40.1478,0.718798,0.383312
40.1634,0.718798,0.383312
40.179,0.718798,0.383312
40.1946,0.73024,0.384823
40.2102,0.73024,0.384823
40.2259,0.73024,0.384823
40.2415,0.73024,0.384823
40.2571,0.748725,0.381436
40.2727,0.748725,0.381436
40.2884,0.748725,0.381436
40.304,0.748725,0.381436
40.3196,0.771542,0.372969
40.3352,0.771542,0.372969
40.3508,0.771542,0.372969
40.3664,0.771542,0.372969
40.3821,0.795473,0.367214
40.3978,0.795473,0.367214
40.4134,0.795473,0.367214
40.429,0.795473,0.367214
40.4446,0.795473,0.367214
40.4603,0.817462,0.36577
40.4759,0.817462,0.36577
40.4915,0.817462,0.36577
40.5071,0.817462,0.36577
40.5227,0.834792,0.365851
40.5383,0.834792,0.365851
40.554,0.834792,0.365851
40.5696,0.834792,0.365851
40.5853,0.834792,0.365851
40.6008,0.834792,0.365851
40.6165,0.85655,0.365504
40.6321,0.85655,0.365504
40.6478,0.85655,0.365504
40.6634,0.85655,0.365504
40.679,0.878907,0.367911
40.6946,0.878907,0.367911
40.7103,0.878907,0.367911
40.7259,0.899777,0.378347
40.7415,0.899777,0.378347
40.7571,0.899777,0.378347
40.7727,0.899777,0.378347
40.7884,0.9184,0.395074
40.804,0.9184,0.395074
40.8196,0.9184,0.395074
40.8352,0.9184,0.395074
40.8509,0.9184,0.395074
40.8665,0.9184,0.395074
40.8821,0.935244,0.413197
40.8977,0.935244,0.413197
40.9133,0.935244,0.413197
40.929,0.949498,0.423675
40.9446,0.949498,0.423675
40.9602,0.949498,0.423675
40.9759,0.949498,0.423675
40.9915,0.973349,0.435
41.0071,0.973349,0.435
41.0227,0.973349,0.435
41.0384,0.973349,0.435
41.054,1.00379,0.440737
41.0696,1.00379,0.440737
41.0853,1.00379,0.440737
41.1008,1.00379,0.440737
41.1165,1.03519,0.439329
41.1321,1.03519,0.439329
41.1477,1.03519,0.439329
41.1634,1.03519,0.439329
41.179,1.03519,0.439329
41.1947,1.0633,0.436668
41.2103,1.0633,0.436668
41.2259,1.0633,0.436668
41.2415,1.0633,0.436668
41.2571,1.08558,0.437709
41.2727,1.08558,0.437709
41.2884,1.08558,0.437709
41.304,1.08558,0.437709
41.3197,1.1028,0.442404
41.3352,1.1028,0.442404
41.3509,1.1028,0.442404
41.3665,1.1028,0.442404
41.3822,1.1028,0.442404
41.3978,1.12844,0.448298
41.4133,1.12844,0.448298
41.429,1.12844,0.448298
41.4446,1.12844,0.448298
41.4603,1.1566,0.461528
41.4759,1.1566,0.461528
41.4915,1.1566,0.461528
41.5071,1.1566,0.461528
41.5227,1.18355,0.482328
41.5384,1.18355,0.482328
41.5696,1.18355,0.482328
41.5853,1.20484,0.501569
41.6008,1.20484,0.501569
41.6165,1.20484,0.501569
41.6321,1.20484,0.501569
41.6478,1.20484,0.501569
41.6634,1.22373,0.514253
41.679,1.22373,0.514253
41.6947,1.22373,0.514253
41.7103,1.22373,0.514253
41.7259,1.23723,0.516188
41.7415,1.23723,0.516188
41.7571,1.23723,0.516188
41.7727,1.23723,0.516188
41.7883,1.23723,0.516188
41.804,1.25748,0.518865
41.8197,1.25748,0.518865
41.8353,1.25748,0.518865
41.8509,1.25748,0.518865
41.8665,1.28573,0.521143
41.8821,1.28573,0.521143
41.8978,1.28573,0.521143
41.9134,1.28573,0.521143
41.929,1.31671,0.516078
41.9446,1.31671,0.516078
41.9603,1.31671,0.516078
41.9759,1.31671,0.516078
41.9915,1.34669,0.510198
42.0071,1.34669,0.510198
42.0227,1.34669,0.510198
42.0384,1.34669,0.510198
42.054,1.34669,0.510198
42.0696,1.37421,0.512607
42.0853,1.37421,0.512607
42.1008,1.37421,0.512607
42.1165,1.39504,0.521099
42.1322,1.39504,0.521099
42.1478,1.39504,0.521099
42.1634,1.39504,0.521099
42.179,1.39504,0.521099
42.1947,1.42253,0.526483
42.2103,1.42253,0.526483
42.2259,1.42253,0.526483
42.2415,1.42253,0.526483
42.2571,1.45236,0.531422
42.2727,1.45236,0.531422
42.2884,1.45236,0.531422
42.304,1.45236,0.531422
42.3197,1.45236,0.531422
42.3353,1.45236,0.531422
42.3509,1.48023,0.539716
42.3665,1.48023,0.539716
42.3821,1.48023,0.539716
42.3978,1.50366,0.550339
42.4133,1.50366,0.550339
42.429,1.50366,0.550339
42.4446,1.50366,0.550339
42.4603,1.52523,0.559535
42.4759,1.52523,0.559535
42.4915,1.52523,0.559535
42.5071,1.52523,0.559535
42.5227,1.54308,0.564015
42.5384,1.54308,0.564015
42.554,1.54308,0.564015
42.5696,1.54308,0.564015
42.5852,1.56897,0.571028
42.6009,1.56897,0.571028
42.6165,1.56897,0.571028
42.6321,1.56897,0.571028
42.6478,1.56897,0.571028
42.6634,1.60296,0.573022
42.679,1.60296,0.573022
42.6947,1.60296,0.573022
42.7103,1.60296,0.573022
42.7259,1.60296,0.573022
42.7415,1.63355,0.569584
42.7571,1.63355,0.569584
42.7727,1.63355,0.569584
42.7884,1.66006,0.567496
42.804,1.66006,0.567496
42.8197,1.66006,0.567496
42.8352,1.66006,0.567496
42.8509,1.66006,0.567496
42.8665,1.67998,0.572564
42.8822,1.67998,0.572564
42.8978,1.67998,0.572564
42.9134,1.67998,0.572564
42.929,1.69633,0.585266
42.9446,1.69633,0.585266
42.9603,1.69633,0.585266
42.9759,1.69633,0.585266
42.9915,1.69633,0.585266
43.0071,1.72036,0.598838
43.0227,1.72036,0.598838
43.0384,1.72036,0.598838
43.054,1.74666,0.614961
43.0696,1.74666,0.614961
43.0853,1.74666,0.614961
43.1009,1.74666,0.614961
43.1165,1.74666,0.614961
43.1322,1.7695,0.635633
43.1478,1.7695,0.635633
43.1634,1.7695,0.635633
43.179,1.7695,0.635633
43.1946,1.78595,0.657281
43.2103,1.78595,0.657281
43.2259,1.78595,0.657281
43.2415,1.78595,0.657281
43.2571,1.78595,0.657281
43.2727,1.79968,0.676459
43.2884,1.79968,0.676459
43.304,1.79968,0.676459
43.3197,1.79968,0.676459
43.3352,1.80924,0.688237
43.3509,1.80924,0.688237
43.3665,1.80924,0.688237
43.3822,1.80924,0.688237
43.3978,1.82264,0.702843
43.4134,1.82264,0.702843
43.429,1.82264,0.702843
43.4446,1.82264,0.702843
43.4602,1.84576,0.716636
43.4759,1.84576,0.716636
43.4915,1.84576,0.716636
43.5071,1.84576,0.716636
43.5227,1.84576,0.716636
43.5384,1.87191,0.722994
43.5541,1.87191,0.722994
43.5696,1.87191,0.722994
43.5853,1.87191,0.722994
43.6009,1.89768,0.726727
43.6166,1.89768,0.726727
43.6321,1.89768,0.726727
43.6478,1.89768,0.726727
43.6634,1.92019,0.732574
43.679,1.92019,0.732574
43.6947,1.92019,0.732574
43.7103,1.92019,0.732574
43.7259,1.93392,0.743143
43.7415,1.93392,0.743143
43.7571,1.93392,0.743143
43.7727,1.93392,0.743143
43.7884,1.95936,0.748539
43.804,1.95936,0.748539
43.8197,1.95936,0.748539
43.8352,1.95936,0.748539
43.8509,1.95936,0.748539
43.8665,1.98846,0.766285
43.8822,1.98846,0.766285
43.8978,1.98846,0.766285
43.9134,1.98846,0.766285
43.9291,2.01205,0.781391
43.9447,2.01205,0.781391
43.9603,2.01205,0.781391
43.9759,2.01205,0.781391
43.9915,2.03147,0.794127
44.0071,2.03147,0.794127
44.0227,2.03147,0.794127
44.0384,2.03147,0.794127
44.054,2.03147,0.794127
44.0696,2.04807,0.804698
44.0853,2.04807,0.804698
44.1009,2.04807,0.804698
44.1166,2.04807,0.804698
44.1322,2.06639,0.810036
44.1477,2.06639,0.810036
44.1634,2.06639,0.810036
44.179,2.06639,0.810036
44.1947,2.06639,0.810036
44.2103,2.09333,0.812335
44.2259,2.09333,0.812335
44.2415,2.09333,0.812335
44.2571,2.12333,0.816409
44.2728,2.12333,0.816409
44.2884,2.12333,0.816409
44.304,2.12333,0.816409
44.3197,2.15463,0.811803
44.3353,2.15463,0.811803
44.3509,2.15463,0.811803
44.3666,2.15463,0.811803
44.3822,2.15463,0.811803
44.3978,2.18227,0.800116
44.4134,2.18227,0.800116
44.4291,2.18227,0.800116
44.4447,2.18227,0.800116
44.4603,2.18227,0.800116
44.4759,2.20478,0.788966
44.4915,2.20478,0.788966
44.5071,2.20478,0.788966
44.5228,2.20478,0.788966
44.5384,2.21916,0.782466
44.5541,2.21916,0.782466
44.5696,2.21916,0.782466
44.5853,2.21916,0.782466
44.6009,2.23904,0.781263
44.6166,2.23904,0.781263
44.6322,2.23904,0.781263
44.6477,2.23904,0.781263
44.6634,2.26664,0.79168
44.679,2.26664,0.79168
44.6947,2.26664,0.79168
44.7103,2.26664,0.79168
44.7259,2.26664,0.79168
44.7415,2.29342,0.806522
44.7571,2.29342,0.806522
44.7728,2.29342,0.806522
44.7884,2.31498,0.819639
44.804,2.31498,0.819639
44.8196,2.31498,0.819639
44.8352,2.31498,0.819639
44.8509,2.31498,0.819639
44.8666,2.32788,0.833756
44.8822,2.32788,0.833756
44.8978,2.32788,0.833756
44.9134,2.32788,0.833756
44.9291,2.33448,0.847537
44.9447,2.33448,0.847537
44.9603,2.33448,0.847537
44.9759,2.33448,0.847537
44.9915,2.33924,0.859424
45.0071,2.33924,0.859424
45.0228,2.33924,0.859424
45.0384,2.33924,0.859424
45.0541,2.33924,0.859424
45.0696,2.33924,0.859424
45.7259,2.5519,1.05523
45.7415,2.5519,1.05523
45.7572,2.5519,1.05523
45.7728,2.5519,1.05523
45.7884,2.56658,1.07074
45.8041,2.56658,1.07074
45.8196,2.56658,1.07074
45.8353,2.56658,1.07074
45.8509,2.56658,1.07074
45.8666,2.59258,1.09012
45.8822,2.59258,1.09012
45.8978,2.59258,1.09012
45.9134,2.59258,1.09012
45.929,2.59258,1.09012
45.9447,2.61745,1.1065
45.9603,2.61745,1.1065
45.9759,2.61745,1.1065
45.9915,2.64113,1.11628
46.0071,2.64113,1.11628
46.0228,2.64113,1.11628
46.0384,2.64113,1.11628
46.0541,2.66242,1.12755
46.0697,2.66242,1.12755
46.0853,2.66242,1.12755
46.1009,2.66242,1.12755
46.1165,2.66242,1.12755
46.1322,2.68163,1.1413
46.1478,2.68163,1.1413
46.1634,2.68163,1.1413
46.1791,2.68163,1.1413
46.1946,2.69931,1.16061
46.2103,2.69931,1.16061
46.2259,2.69931,1.16061
46.2415,2.69931,1.16061
46.2572,2.72413,1.18761
46.2728,2.72413,1.18761
46.2885,2.72413,1.18761
46.3041,2.72413,1.18761
46.3197,2.72413,1.18761
46.3353,2.74331,1.22049
46.3509,2.74331,1.22049
46.3665,2.74331,1.22049
46.3822,2.74331,1.22049
46.3978,2.74909,1.25395
46.4135,2.74909,1.25395
46.429,2.74909,1.25395
46.4603,2.74885,1.27957
46.4915,2.74885,1.27957
46.5228,2.75138,1.29349
46.5385,2.75138,1.29349
46.5541,2.75138,1.29349
46.5697,2.75138,1.29349
46.5853,2.75138,1.29349
46.601,2.76145,1.30779
46.6166,2.76145,1.30779
46.6322,2.76145,1.30779
46.6478,2.76145,1.30779
46.6634,2.78217,1.33211
46.6791,2.78217,1.33211
46.6947,2.78217,1.33211
46.7103,2.78217,1.33211
46.7259,2.80913,1.35505
46.7416,2.80913,1.35505
46.7571,2.80913,1.35505
46.7728,2.80913,1.35505
46.7884,2.83381,1.37459
46.804,2.83381,1.37459
46.8197,2.83381,1.37459
46.8353,2.83381,1.37459
46.8509,2.83381,1.37459
46.8666,2.85098,1.3923
46.8822,2.85098,1.3923
46.8978,2.85098,1.3923
46.929,2.85098,1.3923
46.9603,2.85526,1.40638
46.9916,2.85526,1.40638
47.0228,2.86711,1.42188
47.054,2.86711,1.42188
47.0697,2.86711,1.42188
47.0853,2.8875,1.44536
47.1009,2.8875,1.44536
47.1166,2.8875,1.44536
47.1322,2.90503,1.46765
47.1478,2.90503,1.46765
47.1634,2.90503,1.46765
47.1791,2.90503,1.46765
47.1947,2.9131,1.48583
47.2103,2.9131,1.48583
47.2259,2.9131,1.48583
47.2416,2.9131,1.48583
47.2571,2.92505,1.50198
47.2728,2.92505,1.50198
47.2884,2.92505,1.50198
47.3041,2.92505,1.50198
47.3197,2.92505,1.50198
47.3353,2.93793,1.51795
47.3509,2.93793,1.51795
47.3666,2.93793,1.51795
47.3822,2.93793,1.51795
47.3978,2.93793,1.51795
47.4135,2.9579,1.53372
47.4291,2.9579,1.53372
47.4447,2.9579,1.53372
47.4603,2.9579,1.53372
47.4759,2.99315,1.55877
47.4916,2.99315,1.55877
47.5071,2.99315,1.55877
47.5228,3.0309,1.57624
47.5385,3.0309,1.57624
47.5541,3.0309,1.57624
47.5697,3.0309,1.57624
47.5853,3.0309,1.57624
47.601,3.06232,1.58556
47.6166,3.06232,1.58556
47.6322,3.06232,1.58556
47.6478,3.06232,1.58556
47.6791,3.08244,1.59283
47.6947,3.08244,1.59283
47.7103,3.08244,1.59283
47.7259,3.09415,1.5978
47.7416,3.09415,1.5978
47.7728,3.09415,1.5978
47.7884,3.09415,1.5978
47.8041,3.09415,1.5978
47.8197,3.11,1.60591
47.8353,3.11,1.60591
47.8509,3.11,1.60591
47.8666,3.13469,1.62362
47.8822,3.13469,1.62362
47.8978,3.13469,1.62362
47.9135,3.13469,1.62362
47.929,3.15563,1.64761
47.9447,3.15563,1.64761
47.9603,3.15563,1.64761
47.9759,3.15563,1.64761
47.9916,3.16606,1.67216
48.0072,3.16606,1.67216
48.0228,3.16606,1.67216
48.0385,3.16606,1.67216
48.0541,3.16606,1.67216
48.0697,3.1648,1.6912
48.0853,3.1648,1.6912
48.1009,3.1648,1.6912
48.1166,3.1648,1.6912
48.1322,3.1648,1.6912
48.1478,3.15665,1.70367
48.1634,3.15665,1.70367
48.1791,3.15665,1.70367
48.1947,3.15665,1.70367
48.2103,3.14975,1.72297
48.2259,3.14975,1.72297
48.2415,3.14975,1.72297
48.2572,3.16034,1.75399
48.2728,3.16034,1.75399
48.2884,3.16034,1.75399
48.3041,3.16034,1.75399
48.3197,3.16034,1.75399
48.3353,3.16034,1.75399
48.3509,3.17472,1.78013
48.3666,3.17472,1.78013
48.3822,3.17472,1.78013
48.3978,3.26063,1.80221
48.4135,3.26063,1.80221
48.4291,3.26063,1.80221
48.4447,3.26063,1.80221
48.4603,3.27506,1.8219
48.4759,3.27506,1.8219
48.4916,3.27506,1.8219
48.5072,3.27506,1.8219
48.5228,3.28213,1.84079
48.5385,3.28213,1.84079
48.5541,3.28213,1.84079
48.5697,3.28213,1.84079
48.5853,3.28213,1.84079
48.601,3.28213,1.84079
48.6166,3.28877,1.86454
48.6322,3.28877,1.86454
48.6479,3.28877,1.86454
48.6634,3.30191,1.89502
48.6791,3.30191,1.89502
48.6947,3.30191,1.89502
48.7103,3.30191,1.89502
48.7259,3.31235,1.9144
48.7416,3.31235,1.9144
48.7572,3.31235,1.9144
48.7728,3.31235,1.9144
48.7884,3.31235,1.9144
48.8041,3.32617,1.91711
48.8197,3.32617,1.91711
48.8354,3.32617,1.91711
48.851,3.32617,1.91711
48.8666,3.34141,1.91603
48.8822,3.34141,1.91603
48.8978,3.34141,1.91603
48.9134,3.34141,1.91603
48.9291,3.3588,1.90967
48.9447,3.3588,1.90967
48.9603,3.3588,1.90967
48.9759,3.3588,1.90967
48.9916,3.37354,1.90866
